GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Average,1 Room (Households),2 Rooms (Households),3 Rooms (Households),4 Rooms (Households),5 Rooms (Households),6 Rooms (Households),7 Rooms (Households),8 or more Rooms (Households),Total (Households),% 1 Room (Households),% 2 Rooms (Households),% 3 Rooms (Households),% 4 Rooms (Households),% 5 Rooms (Households),% 6 Rooms (Households),% 7 Rooms (Households),% 8 or more Rooms (Households),% Total (Households)
N00000365,18853,Carrigatuke,95CC04,Armagh,NI,5.6,0,1,0,10,42,12,7,14,86,0,1.2,0,11.6,48.8,14,8.1,16.3,100
N00000366,18854,Charlemont,95CC05,Armagh,NI,5.9,0,4,5,15,66,39,15,43,187,0,2.1,2.7,8,35.3,20.9,8,23,100
N00000367,18855,Charlemont,95CC05,Armagh,NI,5.2,1,4,4,26,63,23,8,14,143,0.7,2.8,2.8,18.2,44.1,16.1,5.6,9.8,100
N00000368,18856,Charlemont,95CC05,Armagh,NI,6.4,0,0,1,9,45,35,25,55,170,0,0,0.6,5.3,26.5,20.6,14.7,32.4,100
N00000369,18857,Charlemont,95CC05,Armagh,NI,6.4,0,2,5,12,21,32,19,50,141,0,1.4,3.5,8.5,14.9,22.7,13.5,35.5,100
N00000370,18858,Charlemont,95CC05,Armagh,NI,6.3,0,3,4,7,43,35,34,46,172,0,1.7,2.3,4.1,25,20.3,19.8,26.7,100
N00000371,18859,Charlemont,95CC05,Armagh,NI,6.7,2,0,0,7,22,31,18,61,141,1.4,0,0,5,15.6,22,12.8,43.3,100
N00000372,18860,Demesne,95CC06,Armagh,NI,5.8,0,1,1,18,42,28,29,16,135,0,0.7,0.7,13.3,31.1,20.7,21.5,11.9,100
N00000373,18861,Demesne,95CC06,Armagh,NI,5.9,0,0,1,15,61,48,27,26,178,0,0,0.6,8.4,34.3,27,15.2,14.6,100
N00000374,18862,Demesne,95CC06,Armagh,NI,6,0,1,3,13,38,31,14,32,132,0,0.8,2.3,9.8,28.8,23.5,10.6,24.2,100
N00000375,18863,Demesne,95CC06,Armagh,NI,6.3,0,0,6,7,27,35,23,36,134,0,0,4.5,5.2,20.1,26.1,17.2,26.9,100
N00000376,18864,Demesne,95CC06,Armagh,NI,6,0,1,3,7,21,50,20,14,116,0,0.9,2.6,6,18.1,43.1,17.2,12.1,100
N00000377,18865,Demesne,95CC06,Armagh,NI,6,0,0,2,8,31,43,16,19,119,0,0,1.7,6.7,26.1,36.1,13.4,16,100
N00000378,18866,Demesne,95CC06,Armagh,NI,5,0,0,3,27,68,12,4,4,118,0,0,2.5,22.9,57.6,10.2,3.4,3.4,100
N00000379,18867,Demesne,95CC06,Armagh,NI,6.4,0,0,0,4,40,45,35,40,164,0,0,0,2.4,24.4,27.4,21.3,24.4,100
N00000380,18868,Derrynoose,95CC07,Armagh,NI,6.4,1,0,3,11,26,43,32,52,168,0.6,0,1.8,6.5,15.5,25.6,19,31,100
N00000381,18869,Derrynoose,95CC07,Armagh,NI,5.7,2,2,21,38,99,70,42,59,333,0.6,0.6,6.3,11.4,29.7,21,12.6,17.7,100
N00000382,18870,Derrynoose,95CC07,Armagh,NI,6.6,0,0,3,3,40,39,37,61,183,0,0,1.6,1.6,21.9,21.3,20.2,33.3,100
N00000383,18871,Derrynoose,95CC07,Armagh,NI,6.5,0,0,5,11,16,32,31,49,144,0,0,3.5,7.6,11.1,22.2,21.5,34,100
N00000384,18872,Derrynoose,95CC07,Armagh,NI,6.7,1,1,4,3,17,36,23,60,145,0.7,0.7,2.8,2.1,11.7,24.8,15.9,41.4,100
N00000385,18873,Derrynoose,95CC07,Armagh,NI,6.8,0,0,1,7,17,29,21,60,135,0,0,0.7,5.2,12.6,21.5,15.6,44.4,100
N00000386,18874,Downs,95CC08,Armagh,NI,4.9,0,5,2,33,55,18,10,2,125,0,4,1.6,26.4,44,14.4,8,1.6,100
N00000387,18875,Downs,95CC08,Armagh,NI,4.9,0,8,2,29,37,18,6,6,106,0,7.5,1.9,27.4,34.9,17,5.7,5.7,100
N00000388,18876,Downs,95CC08,Armagh,NI,5.3,5,8,32,61,279,124,46,48,603,0.8,1.3,5.3,10.1,46.3,20.6,7.6,8,100
N00000389,18877,Downs,95CC08,Armagh,NI,6,0,3,0,30,40,15,17,51,156,0,1.9,0,19.2,25.6,9.6,10.9,32.7,100
N00000390,18878,Hamiltonsbawn,95CC09,Armagh,NI,6.7,0,0,3,16,61,58,53,130,321,0,0,0.9,5,19,18.1,16.5,40.5,100
N00000391,18879,Hamiltonsbawn,95CC09,Armagh,NI,6.8,0,0,2,5,25,35,27,79,173,0,0,1.2,2.9,14.5,20.2,15.6,45.7,100
N00000392,18880,Hamiltonsbawn,95CC09,Armagh,NI,6.1,0,0,10,16,186,118,73,115,518,0,0,1.9,3.1,35.9,22.8,14.1,22.2,100
N00000393,18881,Hamiltonsbawn,95CC09,Armagh,NI,6.6,0,1,4,2,44,33,26,68,178,0,0.6,2.2,1.1,24.7,18.5,14.6,38.2,100
N00000394,18882,Hockley,95CC10,Armagh,NI,6.7,0,1,0,7,23,30,18,62,141,0,0.7,0,5,16.3,21.3,12.8,44,100
N00000395,18883,Hockley,95CC10,Armagh,NI,6.7,0,0,3,12,22,20,22,63,142,0,0,2.1,8.5,15.5,14.1,15.5,44.4,100
N00000396,18884,Hockley,95CC10,Armagh,NI,6.7,0,0,2,6,16,32,22,56,134,0,0,1.5,4.5,11.9,23.9,16.4,41.8,100
N00000397,18885,Hockley,95CC10,Armagh,NI,6.6,0,0,4,7,42,26,30,80,189,0,0,2.1,3.7,22.2,13.8,15.9,42.3,100
N00000398,18886,Hockley,95CC10,Armagh,NI,6.6,0,0,1,7,35,32,25,65,165,0,0,0.6,4.2,21.2,19.4,15.2,39.4,100
N00000399,18887,Hockley,95CC10,Armagh,NI,5.7,0,0,0,11,59,31,12,17,130,0,0,0,8.5,45.4,23.8,9.2,13.1,100
N00000400,18888,Keady,95CC11,Armagh,NI,5,1,1,12,21,46,19,7,5,112,0.9,0.9,10.7,18.8,41.1,17,6.3,4.5,100
N00000401,18889,Keady,95CC11,Armagh,NI,5.2,1,2,2,18,59,20,8,7,117,0.9,1.7,1.7,15.4,50.4,17.1,6.8,6,100
N00000402,18890,Keady,95CC11,Armagh,NI,5.2,0,7,8,22,45,16,10,15,123,0,5.7,6.5,17.9,36.6,13,8.1,12.2,100
N00000403,18891,Keady,95CC11,Armagh,NI,5.9,1,2,8,24,38,69,33,33,208,0.5,1,3.8,11.5,18.3,33.2,15.9,15.9,100
N00000404,18892,Keady,95CC11,Armagh,NI,5.1,1,2,7,23,56,17,8,7,121,0.8,1.7,5.8,19,46.3,14,6.6,5.8,100
N00000405,18893,Keady,95CC11,Armagh,NI,4.7,0,5,6,27,52,9,4,2,105,0,4.8,5.7,25.7,49.5,8.6,3.8,1.9,100
N00000406,18894,Killeen,95CC12,Armagh,NI,6.7,0,1,2,5,22,20,18,53,121,0,0.8,1.7,4.1,18.2,16.5,14.9,43.8,100
N00000407,18895,Killeen,95CC12,Armagh,NI,6.5,0,2,7,19,49,90,67,110,344,0,0.6,2,5.5,14.2,26.2,19.5,32,100
N00000408,18896,Killeen,95CC12,Armagh,NI,6.5,0,2,5,7,25,24,31,52,146,0,1.4,3.4,4.8,17.1,16.4,21.2,35.6,100
N00000409,18897,Killeen,95CC12,Armagh,NI,5.9,0,3,3,11,41,40,15,30,143,0,2.1,2.1,7.7,28.7,28,10.5,21,100
N00000410,18898,Killeen,95CC12,Armagh,NI,6.7,0,1,2,8,16,29,24,56,136,0,0.7,1.5,5.9,11.8,21.3,17.6,41.2,100
N00000411,18899,Killylea,95CC13,Armagh,NI,5.8,0,0,2,14,55,19,12,26,128,0,0,1.6,10.9,43,14.8,9.4,20.3,100
N00000412,18900,Killylea,95CC13,Armagh,NI,6.4,0,4,2,11,24,23,22,52,138,0,2.9,1.4,8,17.4,16.7,15.9,37.7,100
N00000413,18901,Killylea,95CC13,Armagh,NI,6.6,0,1,3,6,18,31,25,47,131,0,0.8,2.3,4.6,13.7,23.7,19.1,35.9,100
N00000414,18902,Killylea,95CC13,Armagh,NI,6.5,0,0,3,13,10,31,26,42,125,0,0,2.4,10.4,8,24.8,20.8,33.6,100
N00000415,18903,Killylea,95CC13,Armagh,NI,5.9,0,0,5,19,56,29,15,38,162,0,0,3.1,11.7,34.6,17.9,9.3,23.5,100
N00000416,18904,Killylea,95CC13,Armagh,NI,6.7,0,0,0,7,19,32,24,51,133,0,0,0,5.3,14.3,24.1,18,38.3,100
N00000417,18905,Laurelvale,95CC14,Armagh,NI,6.2,0,0,2,3,41,80,27,34,187,0,0,1.1,1.6,21.9,42.8,14.4,18.2,100
N00000418,18906,Laurelvale,95CC14,Armagh,NI,6.2,0,2,2,37,87,56,36,93,313,0,0.6,0.6,11.8,27.8,17.9,11.5,29.7,100
N00000419,18907,Laurelvale,95CC14,Armagh,NI,6.6,0,1,3,5,25,30,24,51,139,0,0.7,2.2,3.6,18,21.6,17.3,36.7,100
