Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Persons_In_Communal_Establishments_Establishments_2011,Persons_In_Communal_Establishments_Persons_2011
17352,27023001,A027023001,32047,047 Castlesaunderson,Cavan,Border,BMW,North and West,0,0
17353,27024001,A027024001,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17354,27024002,A027024002,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17355,27024003,A027024003,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17356,27024004,A027024004,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,13
17357,27024005,A027024005,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17358,27024006,A027024006,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17359,27024007,A027024007,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17360,27024008,A027024008,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17361,27024009,A027024009,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17362,27024010,A027024010,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17363,27024011,A027024011,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17364,27024012,A027024012,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17365,27024013,A027024013,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,11
17366,27024014,A027024014,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,73
17367,27024015,A027024015,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,228
17368,27024016,A027024016,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17369,27024017,A027024017,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,64
17370,27024018,A027024018,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,4
17371,27024019,A027024019,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,69
17372,27024020,A027024020,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,1
17373,27024021,A027024021,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17374,27024022,A027024022,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17375,27024023,A027024023,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,68
17376,27024024,A027024024,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,2,12
17377,27024025,A027024025,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17378,27024026,A027024026,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,1,3
17379,27024027,A027024027,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17380,27024028,A027024028,32048,048 Cavan Rural,Cavan,Border,BMW,North and West,0,0
17162,27025001,A027025001,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17163,27025002,A027025002,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17164,27025003,A027025003,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,1,5
17165,27025004,A027025004,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,2,29
17166,27025005,A027025005,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17167,27025006,A027025006,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17168,27025007,A027025007,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,2,13
17169,27025008,A027025008,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17170,27025009,A027025009,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17171,27025010,A027025010,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17172,27025011,A027025011,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17173,27025012,A027025012,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17174,27025013,A027025013,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,1,10
17175,27025014,A027025014,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17176,27025015,A027025015,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,4,32
17177,27025016,A027025016,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,1,3
17178,27025017,A027025017,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17179,27025018,A027025018,32001,001 Cavan Urban,Cavan,Border,BMW,North and West,0,0
17381,27026001,A027026001,32049,049 Clonervy,Cavan,Border,BMW,North and West,0,0
17382,27026002,A027026002,32049,049 Clonervy,Cavan,Border,BMW,North and West,0,0
17383,27027001,A027027001,32050,050 Cootehill Rural,Cavan,Border,BMW,North and West,0,0
17384,27027002,A027027002,32050,050 Cootehill Rural,Cavan,Border,BMW,North and West,1,8
17385,27027003,A027027003,32050,050 Cootehill Rural,Cavan,Border,BMW,North and West,0,0
17386,27027004,A027027004,32050,050 Cootehill Rural,Cavan,Border,BMW,North and West,0,0
17387,27028001,A027028001,32051,051 Cootehill Urban,Cavan,Border,BMW,North and West,0,0
17388,27028002,A027028002,32051,051 Cootehill Urban,Cavan,Border,BMW,North and West,0,0
17389,27028003,A027028003,32051,051 Cootehill Urban,Cavan,Border,BMW,North and West,0,0
17390,27028004,A027028004,32051,051 Cootehill Urban,Cavan,Border,BMW,North and West,0,0
17391,27028005,A027028005,32051,051 Cootehill Urban,Cavan,Border,BMW,North and West,1,2
17392,27028006,A027028006,32051,051 Cootehill Urban,Cavan,Border,BMW,North and West,0,0
17393,27028007,A027028007,32051,051 Cootehill Urban,Cavan,Border,BMW,North and West,1,4
17394,27028008,A027028008,32051,051 Cootehill Urban,Cavan,Border,BMW,North and West,0,0
17395,27029001,A027029001,32052,052 Corr,Cavan,Border,BMW,North and West,0,0
17396,27030001,A027030001,32053,053 Corraneary,Cavan,Border,BMW,North and West,0,0
17397,27030002,A027030002,32053,053 Corraneary,Cavan,Border,BMW,North and West,0,0
17200,27031001,A027031001,32004,004 Crossbane,Cavan,Border,BMW,North and West,0,0
17201,27031002,A027031002,32004,004 Crossbane,Cavan,Border,BMW,North and West,0,0
17398,27032001,A027032001,32054,054 Crossdoney,Cavan,Border,BMW,North and West,0,0
17399,27032002,A027032002,32054,054 Crossdoney,Cavan,Border,BMW,North and West,0,0
17400,27032003,A027032003,32054,054 Crossdoney,Cavan,Border,BMW,North and West,0,0
17401,27033001,A027033001,32055,055 Crosskeys,Cavan,Border,BMW,North and West,0,0
17402,27033002,A027033002,32055,055 Crosskeys,Cavan,Border,BMW,North and West,0,0
17403,27034001,A027034001,32056,056 Cuttragh,Cavan,Border,BMW,North and West,0,0
17404,27035001,A027035001,32057,057 Denn,Cavan,Border,BMW,North and West,0,0
17405,27035002,A027035002,32057,057 Denn,Cavan,Border,BMW,North and West,0,0
17406,27035003,A027035003,32057,057 Denn,Cavan,Border,BMW,North and West,0,0
17407,27036001,A027036001,32058,058 Derrin,Cavan,Border,BMW,North and West,0,0
17408,27036002,A027036002,32058,058 Derrin,Cavan,Border,BMW,North and West,0,0
17465,27037001,A027037001,32081,081 Derrylahan,Cavan,Border,BMW,North and West,0,0
17253,27039001,A027039001,32021,021 Diamond,Cavan,Border,BMW,North and West,0,0
17254,27040001,A027040001,32022,022 Doogary,Cavan,Border,BMW,North and West,0,0
17466,27041001,A027041001,32083,083 Dowra,Cavan,Border,BMW,North and West,0,0
17202,27042001,A027042001,32005,005 Drumanespick,Cavan,Border,BMW,North and West,0,0
17203,27042002,A027042002,32005,005 Drumanespick,Cavan,Border,BMW,North and West,0,0
17409,27043001,A027043001,32059,059 Drumcarban,Cavan,Border,BMW,North and West,0,0
17410,27043002,A027043002,32059,059 Drumcarban,Cavan,Border,BMW,North and West,0,0
17411,27044001,A027044001,32060,060 Drumcarn,Cavan,Border,BMW,North and West,0,0
17412,27044002,A027044002,32060,060 Drumcarn,Cavan,Border,BMW,North and West,0,0
17473,27045001,A027045001,32089,089 Drumlumman,Cavan,Border,BMW,North and West,0,0
17474,27045002,A027045002,32089,089 Drumlumman,Cavan,Border,BMW,North and West,0,0
17475,27045003,A027045003,32089,089 Drumlumman,Cavan,Border,BMW,North and West,0,0
17413,27046001,A027046001,32061,061 Drung,Cavan,Border,BMW,North and West,0,0
17414,27046002,A027046002,32061,061 Drung,Cavan,Border,BMW,North and West,0,0
17204,27048001,A027048001,32006,006 Enniskeen,Cavan,Border,BMW,North and West,0,0
17205,27048002,A027048002,32006,006 Enniskeen,Cavan,Border,BMW,North and West,0,0
17468,27049001,A027049001,32085,085 Eskey,Cavan,Border,BMW,North and West,1,114
17415,27050001,A027050001,32062,062 Graddum,Cavan,Border,BMW,North and West,0,0
17416,27050002,A027050002,32062,062 Graddum,Cavan,Border,BMW,North and West,0,0
17417,27051001,A027051001,32063,063 Grilly,Cavan,Border,BMW,North and West,0,0
17418,27051002,A027051002,32063,063 Grilly,Cavan,Border,BMW,North and West,1,22
17280,27052001,A027052001,32031,031 Kilbride,Cavan,Border,BMW,North and West,0,0
17281,27052002,A027052002,32031,031 Kilbride,Cavan,Border,BMW,North and West,0,0
17282,27052003,A027052003,32031,031 Kilbride,Cavan,Border,BMW,North and West,0,0
17283,27052004,A027052004,32031,031 Kilbride,Cavan,Border,BMW,North and West,0,0
17284,27052005,A027052005,32031,031 Kilbride,Cavan,Border,BMW,North and West,1,36
17476,27053001,A027053001,32090,090 Kilcogy,Cavan,Border,BMW,North and West,0,0
17477,27053002,A027053002,32090,090 Kilcogy,Cavan,Border,BMW,North and West,0,0
17420,27054002,A027054002,32064,064 Kilconny,Cavan,Border,BMW,North and West,0,0
17478,27055001,A027055001,32091,091 Kilgolagh,Cavan,Border,BMW,North and West,0,0
17421,27056001,A027056001,32065,065 Kill,Cavan,Border,BMW,North and West,0,0
17422,27056002,A027056002,32065,065 Kill,Cavan,Border,BMW,North and West,0,0
17423,27057001,A027057001,32066,066 Killashandra,Cavan,Border,BMW,North and West,0,0
17424,27057002,A027057002,32066,066 Killashandra,Cavan,Border,BMW,North and West,0,0
17425,27057003,A027057003,32066,066 Killashandra,Cavan,Border,BMW,North and West,0,0
17426,27057004,A027057004,32066,066 Killashandra,Cavan,Border,BMW,North and West,1,7
17427,27057005,A027057005,32066,066 Killashandra,Cavan,Border,BMW,North and West,0,0
17428,27057006,A027057006,32066,066 Killashandra,Cavan,Border,BMW,North and West,0,0
17206,27059001,A027059001,32007,007 Killinkere,Cavan,Border,BMW,North and West,0,0
17207,27059002,A027059002,32007,007 Killinkere,Cavan,Border,BMW,North and West,0,0
17429,27060001,A027060001,32067,067 Killykeen,Cavan,Border,BMW,North and West,0,0
17430,27060002,A027060002,32067,067 Killykeen,Cavan,Border,BMW,North and West,0,0
17431,27060003,A027060003,32067,067 Killykeen,Cavan,Border,BMW,North and West,1,4
17432,27061001,A027061001,32068,068 Kilnaleck,Cavan,Border,BMW,North and West,1,4
17433,27061002,A027061002,32068,068 Kilnaleck,Cavan,Border,BMW,North and West,0,0
17434,27061003,A027061003,32068,068 Kilnaleck,Cavan,Border,BMW,North and West,0,0
17435,27061004,A027061004,32068,068 Kilnaleck,Cavan,Border,BMW,North and West,0,0
17255,27062001,A027062001,32023,023 Kinawley,Cavan,Border,BMW,North and West,0,0
17208,27063001,A027063001,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17209,27063002,A027063002,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17210,27063003,A027063003,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17211,27063004,A027063004,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17212,27063005,A027063005,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17213,27063006,A027063006,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17214,27063007,A027063007,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17215,27063008,A027063008,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17216,27063009,A027063009,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17217,27063010,A027063010,32008,008 Kingscourt,Cavan,Border,BMW,North and West,0,0
17218,27063011,A027063011,32008,008 Kingscourt,Cavan,Border,BMW,North and West,2,169
17436,27064001,A027064001,32069,069 Knappagh,Cavan,Border,BMW,North and West,0,0
17437,27064002,A027064002,32069,069 Knappagh,Cavan,Border,BMW,North and West,0,0
17438,27065001,A027065001,32070,070 Larah North,Cavan,Border,BMW,North and West,0,0
17439,27065002,A027065002,32070,070 Larah North,Cavan,Border,BMW,North and West,0,0
17440,27066001,A027066001,32071,071 Larah South,Cavan,Border,BMW,North and West,0,0
17441,27066002,A027066002,32071,071 Larah South,Cavan,Border,BMW,North and West,0,0
17219,27067001,A027067001,32009,009 Lisagoan,Cavan,Border,BMW,North and West,0,0
17220,27067002,A027067002,32009,009 Lisagoan,Cavan,Border,BMW,North and West,0,0
17256,27068001,A027068001,32024,024 Lissanover,Cavan,Border,BMW,North and West,0,0
17479,27069001,A027069001,32092,092 Loughdawan,Cavan,Border,BMW,North and West,0,0
17480,27069002,A027069002,32092,092 Loughdawan,Cavan,Border,BMW,North and West,0,0
17285,27070001,A027070001,32032,032 Lurgan,Cavan,Border,BMW,North and West,0,0
17286,27070002,A027070002,32032,032 Lurgan,Cavan,Border,BMW,North and West,0,0
17287,27070003,A027070003,32032,032 Lurgan,Cavan,Border,BMW,North and West,1,40
17442,27071001,A027071001,32072,072 Milltown,Cavan,Border,BMW,North and West,0,0
17443,27071002,A027071002,32072,072 Milltown,Cavan,Border,BMW,North and West,0,0
17444,27072001,A027072001,32073,073 Moynehall,Cavan,Border,BMW,North and West,0,0
17445,27072002,A027072002,32073,073 Moynehall,Cavan,Border,BMW,North and West,0,0
17446,27072003,A027072003,32073,073 Moynehall,Cavan,Border,BMW,North and West,0,0
17447,27072004,A027072004,32073,073 Moynehall,Cavan,Border,BMW,North and West,0,0
17448,27072005,A027072005,32073,073 Moynehall,Cavan,Border,BMW,North and West,0,0
17449,27072006,A027072006,32073,073 Moynehall,Cavan,Border,BMW,North and West,0,0
17450,27072007,A027072007,32073,073 Moynehall,Cavan,Border,BMW,North and West,0,0
17221,27073001,A027073001,32010,010 Mullagh,Cavan,Border,BMW,North and West,0,0
17222,27073002,A027073002,32010,010 Mullagh,Cavan,Border,BMW,North and West,0,0
17223,27073003,A027073003,32010,010 Mullagh,Cavan,Border,BMW,North and West,0,0
17224,27073004,A027073004,32010,010 Mullagh,Cavan,Border,BMW,North and West,1,1
17225,27073005,A027073005,32010,010 Mullagh,Cavan,Border,BMW,North and West,1,3
17226,27073006,A027073006,32010,010 Mullagh,Cavan,Border,BMW,North and West,0,0
17227,27073007,A027073007,32010,010 Mullagh,Cavan,Border,BMW,North and West,0,0
17288,27074001,A027074001,32033,033 Munterconnaught,Cavan,Border,BMW,North and West,0,0
17289,27074002,A027074002,32033,033 Munterconnaught,Cavan,Border,BMW,North and West,0,0
17290,27074003,A027074003,32033,033 Munterconnaught,Cavan,Border,BMW,North and West,0,0
17291,27074004,A027074004,32033,033 Munterconnaught,Cavan,Border,BMW,North and West,0,0
17451,27076001,A027076001,32074,074 Rakenny,Cavan,Border,BMW,North and West,0,0
17452,27076002,A027076002,32074,074 Rakenny,Cavan,Border,BMW,North and West,0,0
17453,27077001,A027077001,32075,075 Redhill,Cavan,Border,BMW,North and West,0,0
17454,27077002,A027077002,32075,075 Redhill,Cavan,Border,BMW,North and West,0,0
17481,27078001,A027078001,32093,093 Scrabby,Cavan,Border,BMW,North and West,0,0
17482,27078002,A027078002,32093,093 Scrabby,Cavan,Border,BMW,North and West,0,0
17483,27078003,A027078003,32093,093 Scrabby,Cavan,Border,BMW,North and West,0,0
17228,27079001,A027079001,32011,011 Shercock,Cavan,Border,BMW,North and West,0,0
17229,27079002,A027079002,32011,011 Shercock,Cavan,Border,BMW,North and West,0,0
17230,27079003,A027079003,32011,011 Shercock,Cavan,Border,BMW,North and West,0,0
17231,27079004,A027079004,32011,011 Shercock,Cavan,Border,BMW,North and West,0,0
17232,27079005,A027079005,32011,011 Shercock,Cavan,Border,BMW,North and West,0,0
17233,27080001,A027080001,32012,012 Skeagh,Cavan,Border,BMW,North and West,0,0
17234,27080002,A027080002,32012,012 Skeagh,Cavan,Border,BMW,North and West,0,0
17455,27081001,A027081001,32076,076 Springfield,Cavan,Border,BMW,North and West,0,0
17456,27082001,A027082001,32077,077 Stradone,Cavan,Border,BMW,North and West,0,0
17457,27082002,A027082002,32077,077 Stradone,Cavan,Border,BMW,North and West,0,0
17458,27082003,A027082003,32077,077 Stradone,Cavan,Border,BMW,North and West,0,0
17258,27083001,A027083001,32026,026 Swanlinbar,Cavan,Border,BMW,North and West,0,0
17259,27083002,A027083002,32026,026 Swanlinbar,Cavan,Border,BMW,North and West,0,0
17260,27083003,A027083003,32026,026 Swanlinbar,Cavan,Border,BMW,North and West,0,0
17235,27084001,A027084001,32013,013 Taghart,Cavan,Border,BMW,North and West,0,0
17236,27084002,A027084002,32013,013 Taghart,Cavan,Border,BMW,North and West,1,3
17262,27086001,A027086001,32027/32018,027/018 Templeport/Benbrack,Cavan,Border,BMW,North and West,0,0
17263,27086002,A027086002,32027/32018,027/018 Templeport/Benbrack,Cavan,Border,BMW,North and West,0,0
17237,27087001,A027087001,32014,014 Termon,Cavan,Border,BMW,North and West,0,0
17238,27087002,A027087002,32014,014 Termon,Cavan,Border,BMW,North and West,0,0
17470,27089001,A027089001,32088,088 Tuam,Cavan,Border,BMW,North and West,0,0
17471,27089002,A027089002,32088,088 Tuam,Cavan,Border,BMW,North and West,1,30
17472,27089003,A027089003,32088,088 Tuam,Cavan,Border,BMW,North and West,0,0
17459,27090001,A027090001,32078,078 Tullyvin East,Cavan,Border,BMW,North and West,0,0
17460,27090002,A027090002,32078,078 Tullyvin East,Cavan,Border,BMW,North and West,1,8
17461,27091001,A027091001,32079,079 Tullyvin West,Cavan,Border,BMW,North and West,0,0
17292,27092001,A027092001,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17293,27092002,A027092002,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17294,27092003,A027092003,32034,034 Virginia,Cavan,Border,BMW,North and West,1,34
17295,27092004,A027092004,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17296,27092005,A027092005,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17297,27092006,A027092006,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17298,27092007,A027092007,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17299,27092008,A027092008,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17300,27092009,A027092009,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17301,27092010,A027092010,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17302,27092011,A027092011,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17303,27092012,A027092012,32034,034 Virginia,Cavan,Border,BMW,North and West,1,17
17304,27092013,A027092013,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17305,27092014,A027092014,32034,034 Virginia,Cavan,Border,BMW,North and West,1,6
17306,27092015,A027092015,32034,034 Virginia,Cavan,Border,BMW,North and West,1,4
17307,27092016,A027092016,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17308,27092017,A027092017,32034,034 Virginia,Cavan,Border,BMW,North and West,0,0
17462,27093001,A027093001,32080,080 Waterloo,Cavan,Border,BMW,North and West,0,0
17463,27093002,A027093002,32080,080 Waterloo,Cavan,Border,BMW,North and West,0,0
17464,27093003,A027093003,32080,080 Waterloo,Cavan,Border,BMW,North and West,0,0
9469,37001001,A037001001,16006,006 Abbey,Clare,Mid-West,BMW,Southern,0,0
9470,37001002,A037001002,16006,006 Abbey,Clare,Mid-West,BMW,Southern,0,0
9679,37002001,A037002001,16046,046 Annagh,Clare,Mid-West,BMW,Southern,0,0
9680,37002002,A037002002,16046,046 Annagh,Clare,Mid-West,BMW,Southern,0,0
9681,37002003,A037002003,16046,046 Annagh,Clare,Mid-West,BMW,Southern,0,0
9873,37003001,A037003001,16120,120 Ayle,Clare,Mid-West,BMW,Southern,0,0
9682,37004001,A037004001,16047,047 Ballagh,Clare,Mid-West,BMW,Southern,0,0
9908,37005001,A037005001,16138,138 Ballyblood,Clare,Mid-West,BMW,Southern,0,0
9817,37006001,A037006001,16105,105 Ballycannan,Clare,Mid-West,BMW,Southern,0,0
9818,37006002,A037006002,16105,105 Ballycannan,Clare,Mid-West,BMW,Southern,1,5
9819,37006003,A037006003,16105,105 Ballycannan,Clare,Mid-West,BMW,Southern,0,0
9820,37006004,A037006004,16105,105 Ballycannan,Clare,Mid-West,BMW,Southern,1,73
9683,37007001,A037007001,16048,048 Ballyea,Clare,Mid-West,BMW,Southern,0,0
9684,37007002,A037007002,16048,048 Ballyea,Clare,Mid-West,BMW,Southern,0,0
9685,37007003,A037007003,16048,048 Ballyea,Clare,Mid-West,BMW,Southern,0,0
9821,37009001,A037009001,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
9822,37009002,A037009002,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
9823,37009003,A037009003,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
9824,37009004,A037009004,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
9825,37009005,A037009005,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
9826,37009006,A037009006,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,1,27
9827,37009007,A037009007,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
9828,37009008,A037009008,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,1,28
9829,37009009,A037009009,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
9830,37009010,A037009010,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
9831,37009011,A037009011,16106,106 Ballyglass,Clare,Mid-West,BMW,Southern,0,0
